league,league_name,market,n,logloss_poisson,brier_poisson,logloss_ml,brier_ml
SP1,La Liga,1x2_draw,189,0.5633350183698264,0.19030979880673946,0.5598202370768494,0.18848846391380922
SP1,La Liga,1x2_home,189,0.6126855451678915,0.2122490253487125,0.6040041758834462,0.20865317648589687
SP1,La Liga,btts_no,189,0.7044804048482058,0.2550302391720236,0.707025838825237,0.25610448117231166
SP1,La Liga,btts_yes,189,0.7044804048482058,0.2550302391720236,0.707025838825237,0.25610448117231166
SP1,La Liga,dc_12,189,0.5633350183698264,0.1903097988067394,0.5598202370768492,0.18848846391380922
SP1,La Liga,dc_1x,189,0.5500180782839978,0.1816495603762449,0.5508656308027138,0.18115642594387218
SP1,La Liga,dc_2x,189,0.6126855451678915,0.21224902534871254,0.6040041758834463,0.20865317648589687
SP1,La Liga,over_0.5,189,0.19941112586218543,0.04669584673281407,0.19933494012151368,0.046759977312629035
SP1,La Liga,over_1.5,189,0.5209702175418949,0.1702449682314223,0.5264005807711973,0.17287345159267098
SP1,La Liga,over_2.5,189,0.7084430720668731,0.25521429709759164,0.6892417547833412,0.24735188028468227
SP1,La Liga,over_3.5,189,0.5647460102265264,0.19043596703718574,0.5324424619691156,0.17559737450079466
SP1,La Liga,under_0.5,189,0.19941112586218537,0.046695846732814066,0.19933494012151357,0.04675997731262903
SP1,La Liga,under_1.5,189,0.5209702175418949,0.1702449682314223,0.5264005807711973,0.17287345159267098
SP1,La Liga,under_2.5,189,0.7084430720668731,0.25521429709759164,0.6892417547833409,0.24735188028468227
SP1,La Liga,under_3.5,189,0.5647460102265264,0.19043596703718574,0.5324424619691156,0.17559737450079466
SP2,La Liga 2,1x2_away,231,0.6875736378551821,0.23067267085619442,0.6629204718271988,0.2249405137808844
SP2,La Liga 2,1x2_draw,231,0.6222099741495307,0.21163248953878627,0.5996339347561639,0.2045844553146052
SP2,La Liga 2,1x2_home,231,0.7859411626887254,0.2911254732271923,0.7121141128019971,0.2585255803914706
SP2,La Liga 2,btts_no,231,0.6833556830440264,0.24537604846272396,0.6885076108855689,0.24781387753418502
SP2,La Liga 2,btts_yes,231,0.6833556830440264,0.24537604846272396,0.6885076108855689,0.24781387753418505
SP2,La Liga 2,dc_12,231,0.6222099741495306,0.21163248953878627,0.5996339347561639,0.2045844553146052
SP2,La Liga 2,dc_1x,231,0.687573637855182,0.23067267085619444,0.6629204718271988,0.22494051378088437
SP2,La Liga 2,dc_2x,231,0.7859411626887255,0.2911254732271923,0.7121141128019971,0.2585255803914705
SP2,La Liga 2,over_0.5,231,0.3675295579297397,0.09640745248372933,0.3400855036342908,0.09410793132088781
SP2,La Liga 2,over_1.5,231,0.6680872279832798,0.22936320212851544,0.6255260791458332,0.2168625329545801
SP2,La Liga 2,over_2.5,231,0.7113481911621456,0.25747590825027,0.6900853140047138,0.24772639452148065
SP2,La Liga 2,over_3.5,231,0.5998519585381721,0.20562912320670246,0.5750300687677845,0.19402169970951663
SP2,La Liga 2,under_0.5,231,0.3675295579297397,0.09640745248372933,0.3400855036342908,0.09410793132088781
SP2,La Liga 2,under_1.5,231,0.6680872279832798,0.22936320212851544,0.6255260791458331,0.2168625329545801
SP2,La Liga 2,under_2.5,231,0.7113481911621456,0.25747590825027,0.6900853140047138,0.24772639452148068
SP2,La Liga 2,under_3.5,231,0.5998519585381721,0.20562912320670246,0.5750300687677845,0.1940216997095166
T1,Turkey Super Lig,1x2_away,153,0.5817952047735466,0.19926949233305194,0.5686796290583135,0.19429489251898382
T1,Turkey Super Lig,1x2_draw,153,0.6623418276406718,0.228627820693601,0.6312963186264369,0.21923873747611367
T1,Turkey Super Lig,1x2_home,153,0.6923510593157223,0.252461232596762,0.6189058764196105,0.21904695600317234
T1,Turkey Super Lig,btts_no,153,0.7186548876753652,0.26196610801546233,0.7147403599803548,0.26022864281204566
T1,Turkey Super Lig,btts_yes,153,0.718654887675365,0.26196610801546233,0.7147403599803549,0.26022864281204566
T1,Turkey Super Lig,dc_12,153,0.6623418276406718,0.228627820693601,0.6312963186264369,0.21923873747611367
T1,Turkey Super Lig,dc_1x,153,0.5817952047735466,0.199269492333052,0.5686796290583135,0.19429489251898382
T1,Turkey Super Lig,dc_2x,153,0.6923510593157222,0.252461232596762,0.6189058764196105,0.21904695600317234
T1,Turkey Super Lig,over_0.5,153,0.37265383983161676,0.09309134630546943,0.33525985134969266,0.0904814815984656
T1,Turkey Super Lig,over_1.5,153,0.6188759958356547,0.20331309771154882,0.5821913530558104,0.19489544957550844
T1,Turkey Super Lig,over_2.5,153,0.7951978651992313,0.29620213442685217,0.7436341661520142,0.2740928770552597
T1,Turkey Super Lig,over_3.5,153,0.6528098165764934,0.22959908864925369,0.5962839060072361,0.20160822559265984
T1,Turkey Super Lig,under_0.5,153,0.37265383983161676,0.09309134630546945,0.3352598513496928,0.09048148159846561
T1,Turkey Super Lig,under_1.5,153,0.6188759958356547,0.20331309771154885,0.5821913530558104,0.19489544957550842
T1,Turkey Super Lig,under_2.5,153,0.7951978651992313,0.2962021344268522,0.7436341661520142,0.2740928770552597
T1,Turkey Super Lig,under_3.5,153,0.6528098165764935,0.22959908864925369,0.5962839060072361,0.20160822559265987
