league,league_name,market,n,logloss_poisson,brier_poisson,logloss_ml,brier_ml
P1,Portugal Primeira Liga,under_1.5,153,0.5229349339534072,0.17248381240021624,0.5290785135862606,0.1754057684992259
P1,Portugal Primeira Liga,under_2.5,153,0.6475590476659073,0.22757788956459812,0.6500875647724456,0.22861317583426305
P1,Portugal Primeira Liga,under_3.5,153,0.5837226395215691,0.19695214815760295,0.5845752725517757,0.19745251167979197
SC0,Scotland Premiership,1x2_away,131,0.5388880848955516,0.18255314042745494,0.5337379976109367,0.18048036725759478
SC0,Scotland Premiership,1x2_draw,131,0.6360076834844827,0.21742884034585333,0.6082671211211255,0.2089230381672042
SC0,Scotland Premiership,1x2_home,131,0.6789989985877181,0.2373284693148002,0.6309026076032169,0.21597192970834442
SC0,Scotland Premiership,btts_no,131,0.7396979023875052,0.2724139468818429,0.7352290006827977,0.27033183608055755
SC0,Scotland Premiership,btts_yes,131,0.7396979023875052,0.27241394688184295,0.7352290006827977,0.27033183608055755
SC0,Scotland Premiership,dc_12,131,0.6360076834844827,0.2174288403458533,0.6082671211211257,0.20892303816720423
SC0,Scotland Premiership,dc_1x,131,0.5388880848955514,0.18255314042745494,0.5337379976109367,0.18048036725759478
SC0,Scotland Premiership,dc_2x,131,0.6789989985877181,0.23732846931480017,0.6309026076032169,0.21597192970834442
SC0,Scotland Premiership,over_0.5,131,0.2961106855312078,0.07282050325494874,0.2818367863462836,0.07186482350123574
SC0,Scotland Premiership,over_1.5,131,0.6209397696615422,0.20071015259781985,0.6046217768022067,0.19891810839038646
SC0,Scotland Premiership,over_2.5,131,0.7924422594206589,0.2932250757437797,0.7493388494863259,0.2754367512570379
SC0,Scotland Premiership,over_3.5,131,0.6877495050097632,0.24481491025495405,0.6309164195247917,0.21770752417772604
SC0,Scotland Premiership,under_0.5,131,0.2961106855312078,0.07282050325494874,0.28183678634628345,0.07186482350123574
SC0,Scotland Premiership,under_1.5,131,0.6209397696615422,0.20071015259781985,0.6046217768022067,0.19891810839038646
SC0,Scotland Premiership,under_2.5,131,0.7924422594206589,0.29322507574377965,0.7493388494863259,0.27543675125703787
SC0,Scotland Premiership,under_3.5,131,0.6877495050097632,0.244814910254954,0.6309164195247916,0.217707524177726
SP1,La Liga,1x2_away,189,0.5500180782839978,0.1816495603762449,0.5508656308027138,0.18115642594387216
